frame,track_id,x1,y1,x2,y2
106,24,874.7396579816317,602.273138228778,887.5541386007486,615.340616899915
107,24,873.6014160084137,601.5293944231354,886.2085343811874,614.3854169109
108,24,872.4631740344813,600.7856506174927,884.862930162341,613.4302169218848
109,24,871.3249320598343,600.0419068118501,883.5173259442088,612.4750169328698
110,24,870.1866900844727,599.2981630062075,882.1717217267911,611.5198169438547
111,24,869.0484481083968,598.5544192005648,880.8261175100882,610.5646169548396
112,24,867.9102061316062,597.8106753949222,879.4805132940996,609.6094169658246
113,24,866.771964154101,597.0669315892795,878.1349090788257,608.6542169768095
114,24,865.6337221758814,596.323187783637,876.7893048642662,607.6990169877946
115,24,864.4954801969473,595.5794439779943,875.4437006504212,606.7438169987795
116,24,863.3572382172986,594.8357001723517,874.0980964372908,605.7886170097645
117,24,862.2189962369354,594.091956366709,872.7524922248749,604.8334170207494
118,24,861.0807542558576,593.3482125610664,871.4068880131736,603.8782170317343
119,24,859.9425122740654,592.6044687554238,870.0612838021867,602.9230170427193
120,24,858.8042702915586,591.8607249497811,868.7156795919145,601.9678170537042
121,24,857.6660283083373,591.1169811441385,867.3700753823567,601.0126170646892
122,24,856.5277863244015,590.3732373384959,866.0244711735135,600.0574170756742
123,24,855.3895443397512,589.6294935328533,864.6788669653848,599.1022170866592
124,24,854.2513023543862,588.8857497272106,863.3332627579705,598.147017097644
125,24,853.1130603683068,588.142005921568,861.9876585512709,597.191817108629
126,24,851.9748183815129,587.3982621159254,860.6420543452858,596.2366171196139
127,24,850.8365763940044,586.6545183102827,859.296450140015,595.2814171305988
128,24,849.6983344057815,585.9107745046401,857.950845935459,594.3262171415838
129,24,848.5600924168439,585.1670306989975,856.6052417316174,593.3710171525687
130,24,847.4218504271919,584.4232868933549,855.2596375284904,592.4158171635538
